,country,ISO,region,north_south,year,population,GDP,inflation,unemployment,GDP Per Capita
502,"Micronesia, Federated States of",FSM,Asia & Pacific,Global South,2019,111379,412000000.0,1.53907146098899,,3699.081514468616
503,"Micronesia, Federated States of",FSM,Asia & Pacific,Global South,2018,110929,401932300.0,1.79400375972253,,3623.3293367829874
504,Moldova,MDA,Europe,Global North,2021,2615199,13679221333.2052,5.10641129002835,0.790000021457672,5230.661732894973
505,Moldova,MDA,Europe,Global North,2020,2635130,11859730543.5525,3.76597122245352,1.21000003814697,4500.624463898365
506,Moldova,MDA,Europe,Global North,2019,2664224,11971345002.7757,4.83778351428719,1.5,4493.370303238654
507,Moldova,MDA,Europe,Global North,2018,2707203,11457443185.0542,3.04505397337073,1.24000000953674,4232.206888458013
508,Monaco,MCO,Europe,Global North,2021,36686,8596096984.03312,,,234315.46050354684
509,Monaco,MCO,Europe,Global North,2020,36922,6739691604.79726,,,182538.63834021072
510,Monaco,MCO,Europe,Global North,2019,37034,7383745662.15157,,,199377.48183160258
511,Monaco,MCO,Europe,Global North,2018,37029,7194024563.06094,,,194280.82214104998
512,Mongolia,MNG,Asia & Pacific,Global South,2021,3347782,15286441818.1437,7.35281243380224,7.75,4566.140154330151
513,Mongolia,MNG,Asia & Pacific,Global South,2020,3294335,13312981594.573,3.79604026111249,6.59000015258789,4041.174195876558
514,Mongolia,MNG,Asia & Pacific,Global South,2019,3232430,14206359006.8095,7.30106953550724,9.27000045776367,4394.947147133736
515,Mongolia,MNG,Asia & Pacific,Global South,2018,3163991,13178094459.4548,6.82424790145521,5.38000011444092,4165.0227385143635
516,Montenegro,MNE,Europe,Global North,2021,619211,5861268038.7982,2.41080198403167,,9465.703998795563
517,Montenegro,MNE,Europe,Global North,2020,621306,4769860740.74074,-0.255655699848551,17.8799991607666,7677.152225699961
518,Montenegro,MNE,Europe,Global North,2019,622028,5542053845.29274,0.361563704540798,15.1300001144409,8909.653336011786
519,Montenegro,MNE,Europe,Global North,2018,622227,5506766650.92111,2.61122378263797,15.1899995803833,8850.092732911156
520,Morocco,MAR,Arab States,Global South,2021,37076584,142866329198.42,1.4019588396201,,3853.2764830336046
521,Morocco,MAR,Arab States,Global South,2020,36688772,121348138320.276,0.705968661338317,,3307.500679506962
522,Morocco,MAR,Arab States,Global South,2019,36304408,128919944681.869,0.303386036590361,,3551.0824107603958
523,Morocco,MAR,Arab States,Global South,2018,35927511,127341174715.803,1.8039167114189,,3544.39178143465
524,Mozambique,MOZ,Africa,Global South,2021,32077072,15776758632.8573,5.68848699126617,,491.8391127736752
525,Mozambique,MOZ,Africa,Global South,2020,31178239,14028811071.7628,3.14169129409215,,449.9552098424417
526,Mozambique,MOZ,Africa,Global South,2019,30285595,15390039241.674,2.78110631182942,,508.16367456785974
527,Mozambique,MOZ,Africa,Global South,2018,29423878,14845402473.5521,3.91133439990733,,504.5358899854091
528,Myanmar,MMR,Asia & Pacific,Global South,2021,53798084,65091751273.2879,,,1209.926942254819
529,Myanmar,MMR,Asia & Pacific,Global South,2020,53423198,78930257227.0908,,1.48000001907349,1477.452870325936
530,Myanmar,MMR,Asia & Pacific,Global South,2019,53040212,68697759361.231,8.82506696804562,0.409999996423721,1295.2014475589012
531,Myanmar,MMR,Asia & Pacific,Global South,2018,52666014,67144725830.5753,6.87232865662918,0.769999980926514,1274.9156568138098
532,Namibia,NAM,Africa,Global South,2021,2530151,12310595843.9353,3.61690530108811,,4865.557764708628
533,Namibia,NAM,Africa,Global South,2020,2489098,10581585630.0773,2.20938236933476,,4251.172766229895
534,Namibia,NAM,Africa,Global South,2019,2446644,12541928104.6242,3.72239414422688,,5126.176143576344
535,Namibia,NAM,Africa,Global South,2018,2405680,13682062250.8152,4.29159105337873,19.8799991607666,5687.399093318812
536,Nauru,NRU,Asia & Pacific,Global South,2021,12511,133218896.932607,,,10648.141390185197
537,Nauru,NRU,Asia & Pacific,Global South,2020,12315,114626625.553023,,,9307.886768414372
538,Nauru,NRU,Asia & Pacific,Global South,2019,12132,118724073.809183,,,9786.02652564977
539,Nauru,NRU,Asia & Pacific,Global South,2018,11924,124021393.690412,,,10400.989071654814
540,Nepal,NPL,Asia & Pacific,Global South,2021,30034989,36288830373.4106,4.08791045882441,,1208.2185338376717
541,Nepal,NPL,Asia & Pacific,Global South,2020,29348627,33433670511.9364,5.05236655289216,,1139.1902766673345
542,Nepal,NPL,Asia & Pacific,Global South,2019,28832496,34186190995.9565,5.56868547784925,,1185.682675407516
543,Nepal,NPL,Asia & Pacific,Global South,2018,28506712,33111525871.9538,4.0611633875107,,1161.5343737977848
544,Netherlands,NLD,Europe,Global North,2021,17533044,1012846760976.73,2.67572008805381,4.21000003814697,57767.87881081745
545,Netherlands,NLD,Europe,Global North,2020,17441500,909793466661.481,1.2724603778917,3.8199999332428,52162.57011504062
546,Netherlands,NLD,Europe,Global North,2019,17344874,910194347568.626,2.63369910249593,3.38000011444092,52476.273253332714
547,Netherlands,NLD,Europe,Global North,2018,17231624,914043438179.607,1.70349794744475,3.82999992370605,53044.532435225316
548,New Caledonia,NCL,Asia & Pacific,Global South,2021,271030,10071351960.0477,,,37159.546766216656
549,New Caledonia,NCL,Asia & Pacific,Global South,2020,271130,9435529927.2471,,13.5600004196167,34800.759514797704
550,New Caledonia,NCL,Asia & Pacific,Global South,2019,271230,9438130987.37298,,10.8800001144409,34797.51866450238
551,New Caledonia,NCL,Asia & Pacific,Global South,2018,271170,9846922416.14776,,,36312.72786867191
552,New Zealand,NZL,Asia & Pacific,Global North,2021,5122600,249885687029.634,3.94112060778728,3.77999997138977,48781.02663288838
553,New Zealand,NZL,Asia & Pacific,Global North,2020,5090200,211734532308.013,1.71456170007244,4.59999990463257,41596.50550234038
554,New Zealand,NZL,Asia & Pacific,Global North,2019,4979200,213434571357.984,1.61963190184049,4.1100001335144,42865.233643553984
555,New Zealand,NZL,Asia & Pacific,Global North,2018,4900600,211953111035.513,1.59829703801698,4.32999992370605,43250.44097365894
556,Nicaragua,NIC,South/Central America,Global South,2021,6850540,14013022092.0645,4.92841396948961,,2045.535401890143
557,Nicaragua,NIC,South/Central America,Global South,2020,6755895,12586970511.4131,3.68181341625573,,1863.109256643731
558,Nicaragua,NIC,South/Central America,Global South,2019,6663924,12596636042.2321,5.3762899084413,,1890.2730646736215
559,Nicaragua,NIC,South/Central America,Global South,2018,6572233,13025239912.2751,4.94723728039882,5.19999980926514,1981.8591203743233
560,Niger,NER,Africa,Global South,2021,25252722,14915001426.9724,3.83786802840503,,590.6294547958988
561,Niger,NER,Africa,Global South,2020,24333639,13744174689.9681,2.89819376026271,,564.8220017551876
562,Niger,NER,Africa,Global South,2019,23443393,12916455161.1081,-2.48979265070851,,550.9635555360139
563,Niger,NER,Africa,Global South,2018,22577058,12808660528.0617,2.96760366004454,,567.3308067003992
564,Nigeria,NGA,Africa,Global South,2021,213401323,440833583992.485,16.9528457221608,,2065.7490675092254
565,Nigeria,NGA,Africa,Global South,2020,208327405,432198936002.177,13.2460234276597,,2074.6139280243856
566,Nigeria,NGA,Africa,Global South,2019,203304492,448120015209.524,11.3967949687168,10.6999998092651,2204.181574155892
567,Nigeria,NGA,Africa,Global South,2018,198387623,421739210176.152,12.0947315505318,,2125.8342823944818
568,Northern Mariana Islands,MNP,Asia & Pacific,Global South,2021,49481,,,,
569,Northern Mariana Islands,MNP,Asia & Pacific,Global South,2020,49587,,,,
570,Northern Mariana Islands,MNP,Asia & Pacific,Global South,2019,49858,1182000000.0,,,23707.328813831282
571,Northern Mariana Islands,MNP,Asia & Pacific,Global South,2018,50304,1302000000.0,,,25882.63358778626
572,Norway,NOR,Europe,Global North,2021,5408320,482174854481.956,3.48388055266678,4.36999988555908,89154.27609349224
573,Norway,NOR,Europe,Global North,2020,5379475,362198318435.26,1.28658490707998,4.42000007629395,67329.67779109672
574,Norway,NOR,Europe,Global North,2019,5347896,404941363636.364,2.16773003305405,3.69000005722046,75719.75289653426
575,Norway,NOR,Europe,Global North,2018,5311916,436999692591.454,2.76483134528794,3.79999995231628,82267.809316159
576,Oman,OMN,Middle east,Global South,2021,4520471,88191977373.212,1.54663705583755,1.89999997615814,19509.46646338667
577,Oman,OMN,Middle east,Global South,2020,4543399,75909397659.2978,-0.903874872278535,2.94000005722046,16707.623006321435
578,Oman,OMN,Middle east,Global South,2019,4602768,88060858257.4772,0.133795057453182,,19132.152273909353
579,Oman,OMN,Middle east,Global South,2018,4601157,91505851755.5267,0.881302104009536,1.79999995231628,19887.574311314893
580,Pakistan,PAK,Asia & Pacific,Global South,2021,231402117,348262544719.178,9.49621056124979,6.34000015258789,1505.0101927942949
581,Pakistan,PAK,Asia & Pacific,Global South,2020,227196741,300425666773.043,9.73999313898131,,1322.3150360816269
582,Pakistan,PAK,Asia & Pacific,Global South,2019,223293280,320909489229.723,10.5783618004555,4.82999992370605,1437.1659067828778
583,Pakistan,PAK,Asia & Pacific,Global South,2018,219731479,356128224957.085,5.07805725868917,4.07999992370605,1620.7428565894513
584,Palau,PLW,Asia & Pacific,Global South,2021,18024,217800000.0,2.61248185776489,,12083.888149134487
585,Palau,PLW,Asia & Pacific,Global South,2020,17972,251900000.0,0.218181818181824,0.769999980926514,14016.247496105052
586,Palau,PLW,Asia & Pacific,Global South,2019,17916,278900000.0,0.267379679144381,,15567.090868497433
587,Palau,PLW,Asia & Pacific,Global South,2018,17864,284900000.0,2.10970464135021,,15948.275862068966
588,Palestinian Territory,PSE,Arab States,Global South,2021,4922749,18036800000.0,1.23748102831382,26.3899993896484,3663.9690546887523
589,Palestinian Territory,PSE,Arab States,Global South,2020,4803269,15531700000.0,-0.735332001092242,25.8899993896484,3233.5686383585844
590,Palestinian Territory,PSE,Arab States,Global South,2019,4685306,17133500000.0,1.58018333639459,25.3400001525879,3656.858271370109
591,Palestinian Territory,PSE,Arab States,Global South,2018,4569087,16276600000.0,-0.195107773730686,26.2600002288818,3562.3309427025574
592,Panama,PAN,South/Latin America,Global South,2021,4351267,63605100000.0,1.63070337301891,10.289999961853,14617.604481637187
593,Panama,PAN,South/Latin America,Global South,2020,4294396,53977000000.0,-1.55027540803759,18.5499992370605,12569.17154356515
594,Panama,PAN,South/Latin America,Global South,2019,4232532,66984400000.0,-0.355083821021212,6.40999984741211,15826.082354486629
595,Panama,PAN,South/Latin America,Global South,2018,4165255,64929400000.0,0.761578359399943,5.30999994277954,15588.33732868696
596,Papua New Guinea,PNG,Asia & Pacific,Global South,2021,9949437,26594305745.554,4.48359014042394,,2672.945790355173
597,Papua New Guinea,PNG,Asia & Pacific,Global South,2020,9749640,23848265895.9538,4.87167398565548,,2446.0663056229564
598,Papua New Guinea,PNG,Asia & Pacific,Global South,2019,9542486,24751344560.8856,3.92867290939598,,2593.804650159885
599,Papua New Guinea,PNG,Asia & Pacific,Global South,2018,9329227,24109509852.7402,4.37448921453166,,2584.2987690984687
600,Paraguay,PRY,South/Latin America,Global South,2021,6703799,39495431574.1782,4.78798310123612,7.30999994277954,5891.499965046416
601,Paraguay,PRY,South/Latin America,Global South,2020,6618695,35432178068.1814,1.76751592356686,7.55000019073486,5353.348064562787
602,Paraguay,PRY,South/Latin America,Global South,2019,6530026,37925338329.1494,2.75709727562792,6.59000015258789,5807.8387940797475
603,Paraguay,PRY,South/Latin America,Global South,2018,6443328,40225448340.6322,3.97561015740691,6.21999979019165,6242.96145417899
604,Peru,PER,South/Latin America,Global South,2021,33715471,223249497500.387,4.27166381536796,5.09999990463257,6621.574336018826
605,Peru,PER,South/Latin America,Global South,2020,33304756,201705055938.653,2.00241205759293,7.17999982833862,6056.343902914437
606,Peru,PER,South/Latin America,Global South,2019,32824861,228323495040.901,2.25212191358024,3.38000011444092,6955.809958826665
607,Peru,PER,South/Latin America,Global South,2018,32203944,222597212925.211,1.50915423024742,3.49000000953674,6912.110296962726
608,Philippines,PHL,Asia & Pacific,Global South,2021,113880328,394086401171.168,3.92718022100326,3.40000009536743,3460.530963444082
609,Philippines,PHL,Asia & Pacific,Global South,2020,112190977,361751116292.541,2.39316239316241,2.51999998092651,3224.4225513121346
610,Philippines,PHL,Asia & Pacific,Global South,2019,110380804,376823278560.849,2.39206534422402,2.24000000953674,3413.8479237825536
611,Philippines,PHL,Asia & Pacific,Global South,2018,108568836,346842094175.24,5.30934661627714,2.33999991416931,3194.674521289332
612,Poland,POL,Europe,Global North,2021,37747124,679444832854.295,5.05502704719268,3.35999989509583,17999.909949544635
613,Poland,POL,Europe,Global North,2020,37899070,599449188399.108,3.3744697261859,3.16000008583069,15816.98939839706
614,Poland,POL,Europe,Global North,2019,37965475,596054591863.312,2.227478809383,3.27999997138977,15699.911350070348
615,Poland,POL,Europe,Global North,2018,37974750,588782567765.872,1.81295156542681,3.84999990463257,15504.58048481878
616,Portugal,PRT,Europe,Global North,2021,10325147,253663144586.019,1.2656571906905,6.57999992370605,24567.509265099954
617,Portugal,PRT,Europe,Global North,2020,10297081,229031860520.777,-0.0124383299576167,6.80000019073486,22242.40641797195
618,Portugal,PRT,Europe,Global North,2019,10286263,239986922638.902,0.338178410046125,6.46000003814697,23330.817288932045
619,Portugal,PRT,Europe,Global North,2018,10283822,242313116577.967,0.99371568346825,6.98999977111816,23562.554522819144
620,Puerto Rico,PRI,South/Latin America,Global South,2021,3263584,106525700000.0,,7.90000009536743,32640.71033563101
621,Puerto Rico,PRI,South/Latin America,Global South,2020,3281538,103020300000.0,,,31393.90736904464
622,Puerto Rico,PRI,South/Latin America,Global South,2019,3193694,105126400000.0,,8.30000019073486,32916.86680063901
623,Puerto Rico,PRI,South/Latin America,Global South,2018,3193354,100958100000.0,,9.19999980926514,31615.06679184331
624,Qatar,QAT,Middle east,Global South,2021,2688235,179677211793.938,2.30446565742003,0.140000000596046,66838.35743301385
625,Qatar,QAT,Middle east,Global South,2020,2760385,144411363345.27,-2.54031503004763,0.140000000596046,52315.660078311535
626,Qatar,QAT,Middle east,Global South,2019,2807235,175837550989.011,-0.666641124861102,0.100000001490116,62637.27510842911
627,Qatar,QAT,Middle east,Global South,2018,2766732,183334953818.681,0.255815382724374,0.109999999403954,66264.08116820893
628,Romania,ROU,Europe,Global North,2021,19119880,284087563695.798,5.05232876096582,5.59000015258789,14858.229429044428
629,Romania,ROU,Europe,Global North,2020,19265250,251362040527.804,2.63107311184752,5.03000020980835,13047.432061759073
630,Romania,ROU,Europe,Global North,2019,19371648,251019278416.197,3.82785432599428,3.91000008583069,12958.07555537851
631,Romania,ROU,Europe,Global North,2018,19473970,243317079358.636,4.62548443137781,4.19000005722046,12494.477467030913
632,Russian Federation,RUS,Europe,Global North,2021,143449286,1778782625793.74,6.69445891957619,4.71999979019165,12400.080024056306
633,Russian Federation,RUS,Europe,Global North,2020,144073139,1489362488439.76,3.38165937237896,5.59000015258789,10337.544519244215
634,Russian Federation,RUS,Europe,Global North,2019,144406261,1693113904262.89,4.47036660760175,4.5,11724.657175791635
635,Russian Federation,RUS,Europe,Global North,2018,144477859,1657329646183.62,2.87829723647886,4.84999990463257,11471.166984718539
636,Rwanda,RWA,Africa,Global South,2021,13461888,11070356519.4804,-0.391346748300792,15.789999961853,822.3479885942002
637,Rwanda,RWA,Africa,Global South,2020,13146362,10184345442.1708,9.85039902274209,11.8299999237061,774.6892594446128
638,Rwanda,RWA,Africa,Global South,2019,12835028,10356327149.4262,3.3478765503764,11.2399997711182,806.8799810507777
639,Rwanda,RWA,Africa,Global South,2018,12531808,9642440645.81148,-0.311210160390642,10.7600002288818,769.4373107066019
640,Saint Kitts and Nevis,KNA,South/Latin America,Global South,2021,47606,860840740.740741,1.19568887038397,,18082.610190747826
641,Saint Kitts and Nevis,KNA,South/Latin America,Global South,2020,47642,884525925.925926,-1.16724501769362,,18566.095586371815
642,Saint Kitts and Nevis,KNA,South/Latin America,Global South,2019,47712,1107840740.74074,-0.329562063663904,,23219.331420622486
643,Saint Kitts and Nevis,KNA,South/Latin America,Global South,2018,47761,1076911111.11111,-1.03712214131567,,22547.917989805697
644,Saint Lucia,LCA,South/Latin America,Global South,2021,179651,1691275156.6002,2.41070312174385,19.5200004577637,9414.226230859833
645,Saint Lucia,LCA,South/Latin America,Global South,2020,179237,1516015718.73491,-1.75580833517596,20.3899993896484,8458.162760673913
646,Saint Lucia,LCA,South/Latin America,Global South,2019,178583,2094201725.17451,0.539087559191731,15.3199996948242,11726.7697662964
647,Saint Lucia,LCA,South/Latin America,Global South,2018,177888,2057067919.33041,1.93561893150608,19.0799999237061,11563.837467004014
648,Saint-Martin (French part),MAF,South/Central America,Global North,2021,31948,,,,
649,Saint-Martin (French part),MAF,South/Central America,Global North,2020,32553,,,,
650,Saint-Martin (French part),MAF,South/Central America,Global North,2019,33121,,,,
651,Saint-Martin (French part),MAF,South/Central America,Global North,2018,33852,,,,
652,Saint Vincent and Grenadines,VCT,Europe,Global North,2021,104332,904181492.766708,1.57272932500565,,8666.387041048843
653,Saint Vincent and Grenadines,VCT,Europe,Global North,2020,104632,872134555.555555,-0.628131309354661,,8335.256475605504
654,Saint Vincent and Grenadines,VCT,Europe,Global North,2019,104924,910149703.703704,0.913069725324485,,8674.371008574815
655,Saint Vincent and Grenadines,VCT,Europe,Global North,2018,105281,884328185.185185,2.32414485367923,,8399.694011124371
656,Samoa,WSM,Asia & Pacific,Global South,2021,218764,843842416.462442,3.1332047317449,,3857.318464018038
657,Samoa,WSM,Asia & Pacific,Global South,2020,214929,868904477.722589,-1.568912477409,,4042.751223532371
658,Samoa,WSM,Asia & Pacific,Global South,2019,211905,912944537.815126,0.982326569888142,,4308.272753427837
659,Samoa,WSM,Asia & Pacific,Global South,2018,209701,878435084.164589,4.19745888663745,,4188.988532074663
660,San Marino,SMR,Europe,Global North,2021,33745,,,6.34000015258789,
661,San Marino,SMR,Europe,Global North,2020,34007,1541204337.79164,,7.23000001907349,45320.20871560679
662,San Marino,SMR,Europe,Global North,2019,34178,1616188702.34405,,7.53999996185303,47287.39839499239
663,San Marino,SMR,Europe,Global North,2018,34156,1655300872.53427,,7.82999992370605,48462.96031544297
664,Sao Tome and Principe,STP,Africa,Global South,2021,223107,526653790.670814,,,2360.5435538589736
665,Sao Tome and Principe,STP,Africa,Global South,2020,218641,472551022.513384,,,2161.310195770162
666,Sao Tome and Principe,STP,Africa,Global South,2019,214599,427425039.684339,,,1991.7382638518307
667,Sao Tome and Principe,STP,Africa,Global South,2018,211344,412253809.728799,7.85706431333533,,1950.6293518093676
668,Saudi Arabia,SAU,Middle east,Global South,2021,35950396,833541236569.315,3.06328988941548,6.61999988555908,23185.870791779733
669,Saudi Arabia,SAU,Middle east,Global South,2020,35997107,703367841222.555,3.44545825956691,7.65999984741211,19539.5658107346
670,Saudi Arabia,SAU,Middle east,Global South,2019,35827362,803616264791.024,-2.09333333333333,5.6399998664856,22430.238229401988
671,Saudi Arabia,SAU,Middle east,Global South,2018,35018133,816578674529.141,2.45814158007533,6.03000020980835,23318.738167141608
672,Senegal,SEN,Africa,Global South,2021,16876720,27625388352.1688,,,1636.893208642959
673,Senegal,SEN,Africa,Global South,2020,16436120,24493157583.2282,2.54743464570552,,1490.2031369464448
674,Senegal,SEN,Africa,Global South,2019,16000781,23398811423.578,1.75856517595659,2.85999989509583,1462.354332802755
675,Senegal,SEN,Africa,Global South,2018,15574909,23116897847.0474,0.46098564246427,3.5699999332428,1484.2396733777
676,Serbia,SRB,Europe,Global North,2021,6834326,63082047649.8528,4.08510285335103,10.0600004196167,9230.178316026013
677,Serbia,SRB,Europe,Global North,2020,6899126,53356480453.8048,1.57553290083409,9.01000022888184,7733.802869204708
678,Serbia,SRB,Europe,Global North,2019,6945235,51514222381.8428,1.8492298451109,10.3900003433228,7417.203648522015
679,Serbia,SRB,Europe,Global North,2018,6982604,50640650221.4622,1.95984076293803,12.7299995422363,7252.40185773992
680,Seychelles,SYC,Africa,Global South,2021,99258,1454458183.85981,,,14653.309394303835
681,Seychelles,SYC,Africa,Global South,2020,98462,1261198524.11092,8.27685811437228,4.30999994277954,12808.987468372772
682,Seychelles,SYC,Africa,Global South,2019,97625,1684373490.19831,2.07476436485001,2.97000002861023,17253.505661442356
683,Seychelles,SYC,Africa,Global South,2018,96762,1636312009.83387,3.70291839111564,3.52999997138977,16910.68818166088
684,Sierra Leone,SLE,Africa,Global South,2021,8420641,4042237864.28942,11.8739588840234,,480.0392113010661
685,Sierra Leone,SLE,Africa,Global South,2020,8233970,4063289449.58795,13.4468711101053,,493.4787775019766
686,Sierra Leone,SLE,Africa,Global South,2019,8046828,4076578542.56207,14.804999090602,,506.6068943640985
687,Sierra Leone,SLE,Africa,Global South,2018,7861281,4085114794.22324,16.0295447693699,3.19000005722046,519.6500155920187
688,Singapore,SGP,Asia & Pacific,Global North,2021,5453566,396986899888.351,2.30485959040487,3.53999996185303,72794.00302267379
689,Singapore,SGP,Asia & Pacific,Global North,2020,5685807,345295933898.674,-0.181916666666656,4.09999990463257,60729.45034867944
690,Singapore,SGP,Asia & Pacific,Global North,2019,5703569,375472731271.075,0.565260568780358,3.09999990463257,65831.18943087653
691,Singapore,SGP,Asia & Pacific,Global North,2018,5638676,376998146500.593,0.438620118446782,,66859.33834478041
692,Slovakia,SVK,Europe,Global North,2021,5447247,116527101097.7,3.14960629921263,6.8899998664856,21391.925333604297
693,Slovakia,SVK,Europe,Global North,2020,5458827,106696828625.55,1.9369412669422,6.71999979019165,19545.742817193146
694,Slovakia,SVK,Europe,Global North,2019,5454147,105720354988.541,2.66456133425443,5.76000022888184,19383.481044522818
695,Slovakia,SVK,Europe,Global North,2018,5446771,106137924015.593,2.51403712883808,6.53999996185303,19486.393684550534
696,Slovenia,SVN,Europe,Global North,2021,2108079,61748586534.8672,1.91706506089267,4.73999977111816,29291.40062344305
697,Slovenia,SVN,Europe,Global North,2020,2102419,53706800043.6842,-0.0548568157606067,4.98999977111816,25545.241002713636
698,Slovenia,SVN,Europe,Global North,2019,2088385,54331588482.3058,1.63052260754338,4.44999980926514,26016.07868391403
699,Slovenia,SVN,Europe,Global North,2018,2073894,54177882425.8431,1.73860861988181,5.13000011444092,26123.747127791055
700,Solomon Islands,SLB,Asia & Pacific,Global South,2021,707851,1631486531.92364,-0.1154378944128,,2304.844567463548
701,Solomon Islands,SLB,Asia & Pacific,Global South,2020,691191,1536148245.54995,2.96354992076069,,2222.465636198894
702,Solomon Islands,SLB,Asia & Pacific,Global South,2019,674993,1619154819.29185,1.63485544012242,,2398.772756594291
703,Solomon Islands,SLB,Asia & Pacific,Global South,2018,659249,1615479408.99088,3.46147484973745,,2450.4844284798005
704,Somalia,SOM,Arab States,Global South,2021,17065581,7628000011.46184,,,446.9815596352588
705,Somalia,SOM,Arab States,Global South,2020,16537016,6883000000.0,,,416.2177747182442
706,Somalia,SOM,Arab States,Global South,2019,15981300,6485000000.0,,18.8299999237061,405.786763279583
707,Somalia,SOM,Arab States,Global South,2018,15411094,5856000006.22196,,,379.98600269532847
708,South Africa,ZAF,Africa,Global South,2021,59392255,419015018371.887,4.61167217803201,28.7700004577637,7055.044775987829
709,South Africa,ZAF,Africa,Global South,2020,58801927,337619680138.494,3.21003597454107,24.3400001525879,5741.643129118779
710,South Africa,ZAF,Africa,Global South,2019,58087055,388531954110.604,4.12024587014984,25.5400009155273,6688.787271287966
711,South Africa,ZAF,Africa,Global South,2018,57339635,404159690890.846,4.51716522786587,24.2199993133545,7048.522211396114
712,South Sudan,SSD,Africa,Global South,2021,10748272,,10.5167158294359,,
713,South Sudan,SSD,Africa,Global South,2020,10606227,,29.6758435538571,,
714,South Sudan,SSD,Africa,Global South,2019,10447666,,87.2413641500032,,
715,South Sudan,SSD,Africa,Global South,2018,10395329,,83.5015294921999,,
716,Spain,ESP,Europe,Global North,2021,47415750,1427380681294.55,3.09313511976406,14.7799997329712,30103.513733190975
717,Spain,ESP,Europe,Global North,2020,47365655,1276962685648.25,-0.322753017299705,15.5299997329712,26959.675436732585
718,Spain,ESP,Europe,Global North,2019,47134837,1394320055129.41,0.699518994458693,14.1000003814697,29581.51855132988
719,Spain,ESP,Europe,Global North,2018,46797754,1421702715218.04,1.67498136863794,15.25,30379.721112642288
720,Sri Lanka,LKA,Asia & Pacific,Global South,2021,22156000,88927263724.8592,7.01478071238186,,4013.687656836036
721,Sri Lanka,LKA,Asia & Pacific,Global South,2020,21919000,85349112170.9594,6.15394508391743,5.3600001335144,3893.8415151676354
722,Sri Lanka,LKA,Asia & Pacific,Global South,2019,21803000,89014990791.9051,3.52839358231809,4.67000007629395,4082.694619635147
723,Sri Lanka,LKA,Asia & Pacific,Global South,2018,21670000,94493847351.6433,2.13503773713198,4.32000017166138,4360.583634132132
724,Sudan,SDN,Arab States,Global South,2021,45657202,34326058557.4418,382.815998259943,,751.8213349438671
725,Sudan,SDN,Arab States,Global South,2020,44440486,27034593750.0,150.322723865569,,608.3325405127208
726,Sudan,SDN,Arab States,Global South,2019,43232093,32338079165.2893,50.9940515002971,,748.0109548545174
727,Sudan,SDN,Arab States,Global South,2018,41999059,32333780383.2924,63.2925073455883,,769.8691626232007
728,Suriname,SUR,South/Latin America,Global South,2021,612985,2984706243.65482,59.1117096483868,,4869.13422621242
729,Suriname,SUR,South/Latin America,Global South,2020,607065,2911807496.20227,34.8929491585684,,4796.5333138992855
730,Suriname,SUR,South/Latin America,Global South,2019,600301,4016040575.08796,,,6690.044786012283
731,Suriname,SUR,South/Latin America,Global South,2018,593715,3996204757.11893,,,6730.8468829639305
732,Swaziland,SWZ,Africa,Global South,2021,1192271,4743335152.94181,,,3978.403528175901
733,Swaziland,SWZ,Africa,Global South,2020,1180655,3982226055.38454,,,3372.89560064925
734,Swaziland,SWZ,Africa,Global South,2019,1169613,4495264160.86577,2.59801620311075,,3843.3773913813975
735,Swaziland,SWZ,Africa,Global South,2018,1160428,4665237415.12526,4.81506167461507,,4020.273050223935
736,Sweden,SWE,Europe,Global North,2021,10415811,635663801201.765,2.16319736447149,8.72000026702881,61028.73806002864
737,Sweden,SWE,Europe,Global North,2020,10353442,547054174235.876,0.497367318853562,8.28999996185303,52837.90397781491
738,Sweden,SWE,Europe,Global North,2019,10278887,533879529188.454,1.78415097403832,6.82999992370605,51939.429744529145
739,Sweden,SWE,Europe,Global North,2018,10175214,555455371487.089,1.95353530127029,6.3600001335144,54589.06038606058
740,Switzerland,CHE,Europe,Global North,2021,8703405,800640155387.26,0.581814168489875,5.09999990463257,91991.60045835625
741,Switzerland,CHE,Europe,Global North,2020,8638167,739913619797.445,-0.725874933313391,4.82000017166138,85656.32266630698
742,Switzerland,CHE,Europe,Global North,2019,8575280,721369112726.724,0.362886179940635,4.3899998664856,84121.93103044145
743,Switzerland,CHE,Europe,Global North,2018,8514329,725568717468.001,0.936335464113605,4.71000003814697,85217.36915122742
744,Syrian Arab Republic (Syria),SYR,Middle east,Global South,2021,21324367,,,,
745,Syrian Arab Republic (Syria),SYR,Middle east,Global South,2020,20772595,11079795397.2805,,,533.3852317093989
746,Syrian Arab Republic (Syria),SYR,Middle east,Global South,2019,20098251,22443299775.342,,,1116.679246136492
747,Syrian Arab Republic (Syria),SYR,Middle east,Global South,2018,19333463,21351730539.3113,,,1104.3924484357146
748,Tajikistan,TJK,Asia & Pacific,Global South,2021,9750064,8746270636.40142,,,897.0475102934115
749,Tajikistan,TJK,Asia & Pacific,Global South,2020,9543207,8133996647.90397,,,852.3336702121173
750,Tajikistan,TJK,Asia & Pacific,Global South,2019,9337003,8300784856.87904,,,889.0202623774502
751,Tajikistan,TJK,Asia & Pacific,Global South,2018,9128132,7765014424.33779,,,850.6685074599918
752,"Tanzania, United Republic of",TZA,Africa,Global South,2021,63588334,67841049193.3855,3.690919588022,,1066.878858524356
